COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS,PASS_START_TIME,PASS_END_TIME,TOTAL_POWER_CONSUMPTION
K4A1638000,6,1,2.21,1.74,30:55.0,40:46.0,0
K4A1638000,6,2,1.72,1.37,41:19.0,46:03.0,0
K4A1380000,6,4,1.06,0.83,38:47.0,43:35.0,0
K4A1380000,6,5,0.83,0.65,44:00.0,49:02.0,0
K4A1425000,6,3,1.36,1.06,17:02.0,20:34.0,0
K4A1425000,6,4,1.07,0.84,20:43.0,25:37.0,0
K4A1644000,6,3,1.36,1.07,26:57.0,30:28.0,0
K4A1644000,6,4,1.06,0.84,30:43.0,35:21.0,0
K4A1656000,6,3,1.07,0.78,16:38.0,21:23.0,0
K4A1656000,6,4,0.78,0.57,21:50.0,27:53.0,0
K4A1657000,6,4,0.84,0.62,09:21.0,15:10.0,0
K4A1747000,5,2,1.44,1.05,48:34.0,52:54.0,0
K4A1747000,5,3,1.04,0.76,53:03.0,57:48.0,0
K4A1747000,5,4,0.75,0.54,58:09.0,04:10.0,0
K481476000,6,3,1.84,1.51,19:24.0,22:24.0,0
K481476000,6,4,1.51,1.27,22:43.0,26:47.0,0
K4A0450000,7,2,1.98,1.6,48:20.0,51:26.0,0
K4A0450000,7,3,1.61,1.31,51:51.0,54:47.0,0
K4A0450000,7,4,1.31,1.07,55:06.0,58:23.0,0
K491685000,7,5,0.88,0.73,46:10.0,54:30.0,0
K481051000,7,7,1.19,1.02,17:09.0,21:00.0,0
K481499000,6,6,1.19,1.02,50:03.0,54:17.0,0
K4A1330000,5,1,2.81,2.22,17:57.0,24:42.0,0
K4A1330000,5,2,2.22,1.76,25:16.0,28:15.0,0
K4A1468000,6,6,0.54,0.42,17:01.0,24:42.0,0
K4A1473000,5,5,0.57,0.42,46:05.0,53:36.0,0
K4A1469000,6,5,0.73,0.55,59:34.0,06:38.0,0
K4A1550000,4,1,1.98,1.42,05:28.0,14:51.0,0
K4A1550000,4,4,0.74,0.51,26:58.0,33:56.0,0
K4A1516000,5,4,0.86,0.62,59:52.0,05:57.0,0
K4A1267000,5,5,1.1,0.87,28:04.0,32:43.0,0
K4A1224000,5,4,1.38,1.1,08:44.0,13:32.0,0
K4A1224000,5,5,1.09,0.87,13:44.0,18:43.0,0
K4A1548000,5,4,0.82,0.62,14:48.0,21:08.0,0
K4A1548000,5,5,0.6,0.45,21:25.0,29:14.0,0
K4A1465000,5,1,1.98,1.47,47:01.0,58:26.0,0
K4A1223000,5,1,2.82,2.23,32:19.0,39:41.0,0
K4A1466000,5,1,1.95,1.46,06:03.0,17:00.0,0
K4A1466000,5,5,0.56,0.41,36:15.0,43:56.0,0
K4A1467000,6,1,2.2,1.67,28:35.0,19:52.0,0
K4A1607000,6,1,2.22,1.68,20:19.0,31:07.0,0
K4A1607000,6,2,1.68,1.29,31:40.0,36:33.0,0
K490426000,4,1,2.47,1.86,15:42.0,23:53.0,0
K490426000,4,2,1.85,1.39,24:17.0,28:27.0,0
K4A1471000,6,1,1.99,1.49,43:46.0,54:01.0,0
K4A1471000,6,2,1.49,1.15,54:47.0,59:34.0,0
K4A1471000,6,6,0.47,0.35,18:37.0,27:48.0,0
K4A1244000,5,1,2.82,2.22,10:31.0,17:02.0,0
K4A1674000,5,2,1.58,1.15,20:28.0,25:15.0,0
K4A1674000,5,3,1.15,0.84,25:24.0,29:58.0,0
K4A1675000,5,2,1.46,1.09,58:23.0,03:01.0,0
K4A1675000,5,3,1.09,0.79,03:26.0,09:32.0,0
K4A1665000,5,1,2.01,1.48,12:49.0,21:42.0,0
K4A1266000,5,1,2.78,2.22,01:40.0,09:46.0,0
K480922000,8,7,1.05,0.92,29:53.0,33:59.0,0
K480922000,8,8,0.93,0.82,34:11.0,38:42.0,0
K4A0867000,6,1,3.49,2.93,42:47.0,55:46.0,0
K4A0675000,6,2,2.61,2.18,59:54.0,03:22.0,0
K4A0675000,6,3,2.18,1.84,03:32.0,06:13.0,0
K4A0675000,6,4,1.85,1.58,06:18.0,09:06.0,0
K461881000,6,1,4,3.32,46:14.0,50:56.0,0
K461881000,6,2,3.32,2.83,51:32.0,54:46.0,0
K461881000,6,3,2.81,2.44,54:52.0,57:08.0,0
K461881000,6,4,2.39,2.09,57:20.0,59:58.0,0
K482117000,7,1,2.53,1.98,13:44.0,20:12.0,0
K482117000,7,2,1.98,1.61,20:42.0,23:32.0,0
K482117000,7,3,1.62,1.31,23:38.0,26:41.0,0
K4A0445000,6,5,0.74,0.61,17:33.0,24:11.0,0
K4A0446000,6,4,0.94,0.76,25:34.0,30:17.0,0
K4A0446000,6,5,0.74,0.61,30:40.0,37:05.0,0
K4A1721000,6,5,0.76,0.58,12:54.0,20:21.0,0
K4A1638000,6,3,1.36,1.07,46:21.0,51:15.0,0
K4A1638000,6,4,1.07,0.84,51:28.0,56:52.0,0
K4A1638000,6,6,0.65,0.51,03:15.0,11:30.0,0
K4A1380000,6,1,2.22,1.74,16:45.0,29:36.0,0
K4A1380000,6,2,1.72,1.37,30:10.0,34:25.0,0
K4A1380000,6,3,1.37,1.07,34:33.0,38:34.0,0
K4A1656000,6,1,2.02,1.46,01:42.0,10:58.0,0
K4A1656000,6,2,1.46,1.08,11:32.0,16:28.0,0
K4A1722000,5,4,0.76,0.55,19:34.0,26:39.0,0
K4A1755000,5,2,1.48,1.11,48:53.0,53:51.0,0
K4A1755000,5,3,1.11,0.83,54:00.0,58:28.0,0
K4A1755000,5,4,0.83,0.61,58:47.0,05:15.0,0
K4A1755000,5,5,0.6,0.45,05:26.0,12:15.0,0
K4A1878000,5,1,2,1.48,16:17.0,25:35.0,0
K4A1878000,5,4,0.82,0.6,35:56.0,42:00.0,0
K4A1878000,5,5,0.6,0.44,42:10.0,48:51.0,0
K4A1906000,4,3,0.95,0.65,27:41.0,34:33.0,0
K4A1720000,6,5,0.62,0.46,22:17.0,32:20.0,0
K4A1720000,6,6,0.46,0.34,32:37.0,42:51.0,0
K4A1777000,6,1,2.01,1.5,49:32.0,02:32.0,0
K4A1777000,6,2,1.48,1.11,03:05.0,07:24.0,0
K4A1777000,6,5,0.62,0.46,18:29.0,27:17.0,0
K4A1778000,6,2,1.48,1.12,37:33.0,43:17.0,0
K4A1778000,6,3,1.11,0.84,43:33.0,49:25.0,0
K4A1778000,6,4,0.83,0.62,49:35.0,56:37.0,0
K4A1686000,5,5,0.6,0.44,06:58.0,16:50.0,0
K4A1753000,5,1,2,1.45,22:36.0,32:32.0,0
K4A1753000,5,2,1.44,1.04,33:04.0,37:04.0,0
K4A1753000,5,3,1.05,0.76,37:27.0,43:00.0,0
K4A1753000,5,4,0.75,0.54,43:13.0,49:14.0,0
K4A1753000,5,5,0.54,0.39,49:38.0,59:02.0,0
K4A1749000,5,1,2,1.46,12:42.0,22:42.0,0
K4A1749000,5,2,1.43,1.06,24:07.0,29:12.0,0
K4A1749000,5,3,1.04,0.77,29:35.0,34:53.0,0
K4A1749000,5,4,0.75,0.54,35:15.0,42:19.0,0
K4A0527000,7,6,1.34,1.16,13:19.0,16:18.0,0
K4A0527000,7,7,1.16,1.01,16:40.0,20:01.0,0
K4A0450000,7,1,2.51,1.97,40:31.0,47:36.0,0
K4A0447000,7,2,1.79,1.47,30:04.0,32:29.0,0
K4A0447000,7,3,1.47,1.22,32:47.0,35:33.0,0
K4A0447000,7,4,1.22,1.02,35:58.0,39:43.0,0
K480330000,8,1,2.99,2.51,36:43.0,45:15.0,0
K491685000,7,6,0.73,0.6,55:16.0,02:14.0,0
K491685000,7,7,0.6,0.51,02:39.0,12:09.0,0
K481051000,7,2,2.83,2.33,59:46.0,02:43.0,0
K481051000,7,3,2.34,1.93,03:05.0,06:36.0,0
K481051000,7,4,1.95,1.63,06:59.0,09:40.0,0
K4A1473000,5,1,2,1.48,18:12.0,28:37.0,0
K4A1469000,6,1,2.2,1.68,33:19.0,42:20.0,0
K4A1469000,6,2,1.68,1.29,42:47.0,47:30.0,0
K4A1481000,6,1,2.18,1.66,20:10.0,28:55.0,0
K4A1481000,6,4,0.98,0.73,39:16.0,44:39.0,0
K4A1475000,5,1,2.18,1.58,20:49.0,30:38.0,0
K4A1475000,5,2,1.59,1.16,31:05.0,36:02.0,0
K4A1541000,4,1,1.99,1.42,38:26.0,48:39.0,0
K4A1465000,5,2,1.46,1.09,59:31.0,06:39.0,0
K4A1471000,6,4,0.85,0.64,04:23.0,10:46.0,0
K4A1471000,6,5,0.63,0.47,11:05.0,18:19.0,0
K4A1674000,5,1,2.17,1.59,08:09.0,19:59.0,0
K4A1674000,5,5,0.58,0.41,36:58.0,44:23.0,0
K4A1311000,5,2,2.21,1.76,40:04.0,43:43.0,0
K4A1311000,5,3,1.78,1.39,43:50.0,46:59.0,0
K4A1289000,5,4,1.38,1.09,47:27.0,51:34.0,0
K4A1289000,5,5,1.08,0.86,51:44.0,57:19.0,0
K4A1266000,5,2,2.22,1.76,10:43.0,14:15.0,0
K4A1266000,5,3,1.76,1.38,14:24.0,17:27.0,0
K4A1266000,5,4,1.38,1.1,17:39.0,21:32.0,0
K4A1266000,5,5,1.09,0.86,21:49.0,26:14.0,0
K4A1652000,6,4,0.76,0.68,41:17.0,11:15.0,0
K4A1652000,6,5,0.57,0.41,11:34.0,19:30.0,0
K4A1287000,5,1,2.78,2.23,21:20.0,28:00.0,0
K4A0674000,7,5,1.56,1.34,37:50.0,40:42.0,0
K4A0674000,7,6,1.34,1.16,40:49.0,44:03.0,0
K4A0674000,7,7,1.15,1.01,44:09.0,47:36.0,0
K490534000,7,1,2.55,2.04,54:50.0,07:36.0,0
K482347000,6,1,2.78,2.29,20:38.0,30:18.0,0
K482347000,6,2,2.29,1.88,30:45.0,33:40.0,0
K482347000,6,3,1.88,1.54,33:53.0,36:59.0,0
K482347000,6,4,1.55,1.29,37:22.0,40:42.0,0
K482347000,6,5,1.29,1.1,40:53.0,44:44.0,0
K482347000,6,6,1.08,0.91,44:59.0,50:01.0,0
K481814000,6,6,1.07,0.91,36:49.0,41:01.0,0
K482117000,7,7,0.71,0.61,40:07.0,45:59.0,0
K4A0445000,6,3,1.17,0.93,06:39.0,11:16.0,0
K4A0445000,6,4,0.93,0.75,11:33.0,17:22.0,0
K4A0444000,6,2,1.5,1.19,47:27.0,51:32.0,0
K4A0444000,6,3,1.18,0.94,51:37.0,55:14.0,0
K4A0505000,6,1,2.21,1.71,30:50.0,39:46.0,0
K4A0505000,6,2,1.7,1.37,40:15.0,43:53.0,0
K4A0505000,6,3,1.36,1.12,44:00.0,48:05.0,0
K4A1277000,6,5,1.3,1.06,26:04.0,30:05.0,0
K4A1277000,6,6,1.07,0.87,30:17.0,34:48.0,0
K4A1380000,6,6,0.65,0.51,49:23.0,56:49.0,0
K4A1425000,6,6,0.65,0.5,32:53.0,42:48.0,0
K4A1657000,6,5,0.62,0.46,15:30.0,21:48.0,0
K4A1722000,5,1,2.02,1.45,00:38.0,09:24.0,0
K4A1722000,5,5,0.54,0.39,26:48.0,35:30.0,0
K4A1755000,5,1,1.98,1.48,39:16.0,48:27.0,0
K4A1907000,4,4,0.65,0.44,46:19.0,53:39.0,0
K4A1778000,6,6,0.45,0.34,08:46.0,21:36.0,0
K4A1749000,5,5,0.54,0.39,42:31.0,50:45.0,0
K4A1752000,5,1,2.03,1.44,57:20.0,08:28.0,0
K4A1752000,5,2,1.43,1.04,09:18.0,13:53.0,0
K4A1752000,5,3,1.04,0.75,14:11.0,19:11.0,0
K4A1752000,5,4,0.76,0.54,19:33.0,26:23.0,0
K4A1752000,5,5,0.54,0.39,26:51.0,35:23.0,0
K4A1719000,5,1,2.06,1.46,42:50.0,53:43.0,0
K4A1719000,5,2,1.44,1.05,54:57.0,59:47.0,0
K4A1719000,5,3,1.05,0.76,00:09.0,05:01.0,0
K4A1719000,5,4,0.75,0.54,05:27.0,12:32.0,0
K4A1719000,5,5,0.54,0.39,12:42.0,21:27.0,0
K4A1903000,4,1,2,1.37,27:10.0,37:21.0,0
K4A1903000,4,2,1.37,0.95,38:04.0,43:30.0,0
K4A1903000,4,3,0.95,0.66,43:52.0,49:29.0,0
K4A1903000,4,4,0.65,0.45,50:02.0,58:52.0,0
K4A1880000,4,3,0.94,0.63,18:11.0,23:45.0,0
K4A1880000,4,4,0.63,0.41,24:10.0,34:22.0,0
K4A1871000,4,1,2.01,1.37,39:09.0,46:12.0,0
K4A1871000,4,2,1.37,0.94,46:54.0,51:53.0,0
K4A1871000,4,3,0.94,0.66,52:13.0,57:51.0,0
K4A1871000,4,4,0.66,0.44,58:12.0,07:21.0,0
K4A1608000,6,1,2.2,1.68,12:20.0,20:31.0,0
K4A1608000,6,2,1.68,1.29,21:17.0,25:19.0,0
K4A1608000,6,3,1.29,0.98,25:39.0,30:11.0,0
K4A1608000,6,4,0.97,0.74,30:34.0,36:30.0,0
K4A1608000,6,5,0.74,0.55,36:45.0,43:23.0,0
K4A1608000,6,6,0.55,0.42,43:49.0,52:48.0,0
K491504000,7,7,1.38,1.21,59:46.0,03:07.0,0
K4A0526000,7,1,3.03,2.46,00:20.0,06:27.0,0
K4A0526000,7,2,2.46,2.05,07:07.0,09:48.0,0
K481051000,7,1,3.53,2.84,52:48.0,59:05.0,0
K4A1423000,6,1,2.83,2.31,44:39.0,51:03.0,0
K4A1423000,6,2,2.3,1.91,52:18.0,54:40.0,0
K4A1423000,6,3,1.91,1.57,55:03.0,57:45.0,0
K4A1423000,6,4,1.58,1.29,58:08.0,01:04.0,0
K4A1423000,6,5,1.29,1.05,01:28.0,05:01.0,0
K4A1423000,6,6,1.05,0.86,05:26.0,09:45.0,0
K4A1330000,5,3,1.76,1.38,28:37.0,31:37.0,0
K4A1330000,5,4,1.38,1.09,32:35.0,36:25.0,0
K4A1550000,4,2,1.44,1.04,15:16.0,20:37.0,0
K4A1550000,4,3,1.02,0.74,20:58.0,26:34.0,0
K4A1541000,4,2,1.43,1.02,49:03.0,54:22.0,0
K4A1224000,5,2,2.22,1.77,59:10.0,02:59.0,0
K4A1224000,5,3,1.77,1.39,03:17.0,08:35.0,0
K4A1515000,5,3,1.1,0.82,30:20.0,35:50.0,0
K4A1551000,5,2,1.44,1.05,18:00.0,23:09.0,0
K4A1551000,5,3,1.05,0.75,23:22.0,28:31.0,0
K4A1466000,5,4,0.79,0.57,29:31.0,35:54.0,0
K4A1157000,6,2,2.31,1.9,40:06.0,42:49.0,0
K4A1157000,6,3,1.89,1.6,42:57.0,45:25.0,0
K4A1157000,6,4,1.6,1.3,45:35.0,48:47.0,0
K4A1157000,6,5,1.3,1.07,49:04.0,52:31.0,0
K4A1157000,6,6,1.06,0.87,52:43.0,56:51.0,0
K4A1614000,5,3,1.15,0.83,47:04.0,52:12.0,0
K4A1614000,5,4,0.83,0.59,52:31.0,58:22.0,0
K4A1246000,5,2,2.22,1.76,48:31.0,51:40.0,0
K4A1246000,5,3,1.77,1.39,51:48.0,55:21.0,0
K4A1246000,5,4,1.39,1.09,55:31.0,59:53.0,0
K4A1675000,5,1,1.98,1.46,47:58.0,57:40.0,0
K4A1284000,5,1,2.81,2.23,27:48.0,33:12.0,0
K4A1284000,5,2,2.21,1.79,33:36.0,37:41.0,0
K4A1665000,5,5,0.56,0.41,48:14.0,56:54.0,0
K4A1320000,5,1,2.81,2.22,03:28.0,10:58.0,0
K4A1320000,5,2,2.22,1.77,11:29.0,14:46.0,0
K4A1320000,5,3,1.77,1.38,14:53.0,18:00.0,0
K4A1320000,5,4,1.39,1.09,18:18.0,22:16.0,0
K4A1320000,5,5,1.09,0.86,22:25.0,26:58.0,0
K4A1079000,5,5,1.08,0.86,20:20.0,26:40.0,0
K4A1286000,5,3,1.77,1.38,58:07.0,01:16.0,0
K4A1286000,5,4,1.39,1.09,01:25.0,05:19.0,0
K4A1286000,5,5,1.08,0.86,05:27.0,09:52.0,0
K4A1264000,5,3,1.77,1.39,39:52.0,43:55.0,0
K4A1264000,5,4,1.39,1.09,44:08.0,48:13.0,0
K4A1292000,5,3,1.77,1.39,46:38.0,50:35.0,0
K4A1292000,5,4,1.39,1.09,50:48.0,54:48.0,0
K4A1292000,5,5,1.09,0.86,54:57.0,59:20.0,0
K491337000,8,6,1.71,1.51,48:21.0,51:21.0,0
K491337000,8,7,1.51,1.33,51:28.0,54:37.0,0
K491337000,8,8,1.32,1.17,54:42.0,57:53.0,0
K4A0867000,6,2,2.92,2.49,02:23.0,07:05.0,0
K4A0676000,7,2,2.6,2.18,59:45.0,02:30.0,0
K4A0676000,7,3,2.18,1.83,02:40.0,05:19.0,0
K4A0676000,7,4,1.84,1.56,05:24.0,08:05.0,0
K4A0676000,7,5,1.56,1.34,08:31.0,11:15.0,0
K4A0676000,7,6,1.34,1.15,11:20.0,14:25.0,0
K4A0676000,7,7,1.16,1.03,14:35.0,17:48.0,0
K4A0508000,7,6,0.86,0.73,38:03.0,43:00.0,0
K4A0508000,7,7,0.72,0.62,43:10.0,48:57.0,0
K490534000,7,2,2.02,1.67,08:09.0,18:39.0,0
K490410000,7,1,3.05,2.54,35:07.0,42:31.0,0
K4A0788000,7,5,1.63,1.42,18:39.0,21:34.0,0
K4A0788000,7,6,1.41,1.24,21:53.0,25:00.0,0
K4A0788000,7,7,1.24,1.12,25:07.0,28:42.0,0
K4A0483000,6,1,2.02,1.51,19:35.0,29:42.0,0
K4A0505000,6,4,1.12,0.91,48:14.0,52:14.0,0
K4A0505000,6,5,0.89,0.73,52:26.0,56:55.0,0
K4A0446000,6,6,0.61,0.51,37:27.0,43:54.0,0
K4A1277000,6,1,2.79,2.32,06:09.0,13:51.0,0
K4A1277000,6,2,2.31,1.92,14:20.0,18:22.0,0
K4A1277000,6,3,1.91,1.59,18:39.0,21:51.0,0
K4A1277000,6,4,1.58,1.3,22:00.0,25:52.0,0
K4A1721000,6,4,1,0.76,06:37.0,12:36.0,0
K4A1702000,6,1,2.02,1.55,38:10.0,50:41.0,0
K4A1702000,6,2,1.54,1.21,51:17.0,56:02.0,0
K4A1425000,6,5,0.84,0.66,26:24.0,32:38.0,0
K4A1657000,6,1,2.01,1.49,51:00.0,59:18.0,0
K4A1780000,6,1,1.99,1.51,16:02.0,25:09.0,0
K4A1900000,4,3,0.94,0.65,07:54.0,13:22.0,0
K4A1907000,4,1,1.99,1.37,24:53.0,33:45.0,0
K4A1907000,4,2,1.37,0.94,34:11.0,39:32.0,0
K4A1907000,4,3,0.94,0.65,40:00.0,45:49.0,0
K4A1850000,4,2,1.37,0.95,37:13.0,43:41.0,0
K4A1850000,4,3,0.94,0.65,44:07.0,50:22.0,0
K4A1850000,4,4,0.66,0.45,50:48.0,59:44.0,0
K4A1778000,6,1,2.01,1.48,43:28.0,37:00.0,0
K4A1877000,4,2,1.36,0.95,39:21.0,43:56.0,0
K4A1880000,4,1,1.99,1.38,03:53.0,12:08.0,0
K4A1880000,4,2,1.37,0.94,12:50.0,17:50.0,0
K4A1746000,5,1,2,1.47,58:37.0,05:32.0,0
K481476000,6,5,1.27,1.07,27:04.0,30:25.0,0
K481476000,6,6,1.07,0.91,30:43.0,35:00.0,0
K4A0447000,7,5,1.01,0.85,39:58.0,43:35.0,0
K4A0447000,7,6,0.84,0.71,43:59.0,48:13.0,0
K480330000,8,2,2.43,2,45:59.0,47:44.0,0
K480330000,8,3,2.01,1.67,50:09.0,51:28.0,0
K480330000,8,4,1.67,1.42,51:49.0,54:38.0,0
K480330000,8,5,1.42,1.21,55:04.0,58:40.0,0
K4A1306000,6,4,1.59,1.31,27:00.0,30:02.0,0
K4A1306000,6,5,1.32,1.09,30:27.0,33:51.0,0
K4A1306000,6,6,1.09,0.9,34:12.0,38:21.0,0
K4A1468000,6,1,2.15,1.7,46:18.0,56:07.0,0
K4A1468000,6,2,1.68,1.29,56:25.0,59:51.0,0
K4A1468000,6,3,1.29,0.97,00:32.0,04:26.0,0
K4A1516000,5,1,2.22,1.6,37:50.0,49:17.0,0
K4A1267000,5,1,2.81,2.21,06:51.0,14:17.0,0
K4A1267000,5,2,2.21,1.76,14:44.0,18:37.0,0
K4A1267000,5,3,1.75,1.41,18:51.0,22:38.0,0
K4A1267000,5,4,1.4,1.09,22:50.0,27:50.0,0
K4A1541000,4,3,1.01,0.73,54:39.0,00:19.0,0
K4A1541000,4,4,0.73,0.51,00:49.0,08:20.0,0
K4A1515000,5,5,0.6,0.44,43:08.0,51:03.0,0
K4A1551000,5,5,0.54,0.38,36:33.0,44:42.0,0
K4A1548000,5,1,2,1.48,52:28.0,02:39.0,0
K4A1548000,5,2,1.48,1.11,04:22.0,09:13.0,0
K4A1548000,5,3,1.1,0.83,09:39.0,14:28.0,0
K4A1465000,5,5,0.57,0.42,19:14.0,26:49.0,0
K4A1223000,5,4,1.4,1.09,47:57.0,52:22.0,0
K4A1223000,5,5,1.09,0.87,52:32.0,56:51.0,0
K4A1538000,5,1,2.21,1.66,51:19.0,00:22.0,0
K4A1538000,5,2,1.66,1.27,01:16.0,05:46.0,0
K4A0602000,5,1,2,1.5,31:31.0,41:34.0,0
K4A0602000,5,2,1.5,1.14,43:03.0,47:57.0,0
K4A1573000,5,1,2.1,1.45,07:45.0,26:57.0,0
K4A1573000,5,2,1.44,1.06,27:23.0,33:16.0,0
K4A1573000,5,3,1.06,0.76,33:35.0,39:06.0,0
K4A1613000,5,3,1.15,0.82,18:14.0,22:44.0,0
K4A1613000,5,4,0.82,0.59,23:08.0,29:58.0,0
K4A1471000,6,3,1.13,0.84,59:43.0,04:07.0,0
K4A1244000,5,5,1.09,0.87,29:30.0,33:43.0,0
K4A1674000,5,4,0.82,0.59,30:28.0,36:47.0,0
K4A1675000,5,4,0.79,0.57,10:00.0,16:24.0,0
K4A1079000,5,3,1.77,1.39,09:53.0,14:30.0,0
K4A1079000,5,4,1.39,1.09,14:41.0,19:39.0,0
K4A1652000,6,6,0.41,0.29,19:49.0,31:49.0,0
K4A1287000,5,2,2.2,1.79,28:28.0,31:58.0,0
K4A1287000,5,3,1.77,1.4,32:15.0,35:39.0,0
K480922000,8,1,3.05,2.44,03:41.0,11:43.0,0
K480922000,8,2,2.44,2,12:12.0,15:15.0,0
K480922000,8,3,2.01,1.68,15:20.0,18:08.0,0
K4A0672000,7,4,1.91,1.62,49:10.0,52:58.0,0
K4A0672000,7,5,1.62,1.37,53:04.0,56:40.0,0
K4A0676000,7,1,3.2,2.6,52:58.0,59:16.0,0
K4A0674000,7,2,2.6,2.17,29:21.0,32:12.0,0
K4A0674000,7,3,2.18,1.84,32:23.0,34:56.0,0
K4A0674000,7,4,1.84,1.56,35:03.0,37:41.0,0
K4A0675000,6,1,3.21,2.6,53:11.0,59:22.0,0
K4A0508000,7,1,2.23,1.8,10:07.0,19:35.0,0
K490534000,7,6,0.98,0.84,35:57.0,42:29.0,0
K490534000,7,7,0.84,0.72,42:35.0,48:11.0,0
K490410000,7,5,1.57,1.33,58:40.0,01:43.0,0
K490410000,7,6,1.34,1.14,01:50.0,05:51.0,0
K490410000,7,7,1.15,1.03,05:55.0,09:30.0,0
K4A0788000,7,2,2.63,2.27,10:51.0,13:00.0,0
K4A0788000,7,3,2.26,1.91,13:11.0,15:50.0,0
K4A0788000,7,4,1.91,1.62,15:59.0,18:33.0,0
K491832000,7,1,4.8,3.84,44:55.0,54:14.0,0
K491832000,7,2,3.84,3.26,54:53.0,58:07.0,0
K491832000,7,6,2,1.74,07:42.0,10:33.0,0
K491832000,7,7,1.74,1.54,10:41.0,13:52.0,0
K461885000,5,2,3.35,2.9,29:43.0,31:43.0,0
K461885000,5,3,2.88,2.56,31:52.0,34:16.0,0
K461885000,5,4,2.54,2.22,34:25.0,36:46.0,0
K461885000,5,5,2.23,2.01,36:54.0,39:21.0,0
K4A0789000,6,1,3.2,2.6,44:55.0,51:40.0,0
K4A0789000,6,2,2.61,2.16,52:18.0,54:58.0,0
K4A0789000,6,6,1.28,1.11,10:20.0,14:15.0,0
K4A0483000,6,2,1.52,1.19,30:18.0,34:07.0,0
K4A0483000,6,3,1.19,0.94,34:16.0,38:19.0,0
K4A0505000,6,6,0.74,0.62,57:05.0,02:31.0,0
K4A0446000,6,1,2,1.51,07:53.0,16:33.0,0
K4A0510000,7,2,1.77,1.45,56:30.0,00:06.0,0
K4A0510000,7,3,1.45,1.21,00:17.0,04:11.0,0
K4A0510000,7,4,1.21,1.01,04:16.0,08:22.0,0
K4A0510000,7,7,0.72,0.62,18:43.0,24:08.0,0
K4A1702000,6,5,0.73,0.57,07:23.0,14:20.0,0
K4A1702000,6,6,0.56,0.43,14:37.0,23:13.0,0
K4A1638000,6,5,0.84,0.65,57:07.0,02:51.0,0
K4A1425000,6,1,2.24,1.73,02:43.0,12:03.0,0
K4A1425000,6,2,1.73,1.37,12:28.0,16:52.0,0
K4A1644000,6,5,0.83,0.65,35:33.0,40:14.0,0
K4A1644000,6,6,0.65,0.5,40:23.0,46:06.0,0
K4A1236000,5,3,1.76,1.38,59:03.0,02:02.0,0
K4A1236000,5,4,1.39,1.08,02:23.0,05:50.0,0
K4A1473000,5,2,1.46,1.08,29:41.0,34:30.0,0
K4A1473000,5,3,1.08,0.79,34:43.0,39:44.0,0
K4A1460000,5,4,1.42,1.1,39:28.0,43:41.0,0
K4A1460000,5,5,1.1,0.88,43:53.0,48:56.0,0
K4A1515000,5,4,0.82,0.61,36:08.0,42:50.0,0
K4A1551000,5,1,1.95,1.46,56:23.0,17:09.0,0
K4A1466000,5,2,1.45,1.07,18:44.0,23:38.0,0
K4A1466000,5,3,1.07,0.79,23:51.0,29:12.0,0
K4A1607000,6,3,1.29,0.98,36:42.0,41:08.0,0
K4A1607000,6,4,0.98,0.74,41:29.0,47:12.0,0
K4A1311000,5,4,1.39,1.09,47:09.0,51:28.0,0
K4A1311000,5,5,1.09,0.86,51:34.0,55:54.0,0
K4A1079000,5,1,2.78,2.25,00:30.0,05:36.0,0
K4A1079000,5,2,2.22,1.77,06:03.0,09:28.0,0
K4A1289000,5,1,2.81,2.22,32:21.0,38:37.0,0
K4A1289000,5,2,2.23,1.76,39:02.0,42:15.0,0
K4A1289000,5,3,1.77,1.37,42:24.0,47:16.0,0
K4A1264000,5,5,1.09,0.87,48:24.0,52:54.0,0
K4A1652000,6,1,2.02,1.47,22:24.0,30:45.0,0
K4A1652000,6,2,1.47,1.08,31:38.0,36:07.0,0
K4A1292000,5,1,2.79,2.23,36:20.0,43:02.0,0
K4A1292000,5,2,2.22,1.76,43:30.0,46:29.0,0
K491337000,8,1,3.49,2.95,24:46.0,36:16.0,0
K480922000,8,4,1.68,1.42,18:14.0,21:16.0,0
K480922000,8,5,1.42,1.21,21:26.0,25:06.0,0
K480922000,8,6,1.25,1.07,25:12.0,29:41.0,0
K4A0867000,6,3,2.49,2.12,07:12.0,10:06.0,0
K4A0867000,6,4,2.13,1.85,10:10.0,13:37.0,0
K4A0867000,6,5,1.84,1.6,13:42.0,16:53.0,0
K4A0867000,6,6,1.6,1.41,17:00.0,20:40.0,0
K4A0672000,7,1,3.21,2.66,32:00.0,41:57.0,0
K4A0672000,7,2,2.66,2.24,42:33.0,46:20.0,0
K4A0672000,7,3,2.25,1.9,46:25.0,49:06.0,0
K4A0508000,7,4,1.21,1.01,29:26.0,33:42.0,0
K4A0508000,7,5,1.01,0.85,33:48.0,37:50.0,0
K490534000,7,4,1.38,1.17,24:40.0,30:26.0,0
K490534000,7,5,1.16,0.99,30:32.0,35:50.0,0
K4A0869000,6,4,2.11,1.84,08:14.0,11:04.0,0
K4A0869000,6,5,1.82,1.59,11:12.0,14:08.0,0
K4A0869000,6,6,1.57,1.41,14:23.0,17:41.0,0
K4A0445000,6,1,2.02,1.53,51:22.0,01:41.0,0
K4A0445000,6,2,1.51,1.17,02:22.0,06:33.0,0
